[00:02:05.197] |C| [handle_access_violation]: Unhandled write protected region was valid. Address=0x10
[00:02:08.389] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.389] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.390] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.412] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.413] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.413] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.413] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.414] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.414] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.415] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.415] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.415] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.416] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.849] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.901] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.901] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.902] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.902] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.902] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.903] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.903] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.904] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.904] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.905] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.905] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.906] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.906] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.907] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.907] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.907] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.908] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.908] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.909] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.909] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.909] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.910] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.910] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.911] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.911] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.911] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.918] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.919] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.919] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.920] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.920] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.921] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.921] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.923] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.924] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.925] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.925] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.926] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.927] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.927] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.936] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.937] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.938] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.939] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.941] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.941] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.942] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.942] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.942] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.943] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.943] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.944] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.945] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.945] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.945] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.945] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.946] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.946] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.947] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.947] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.948] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.948] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.948] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.949] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.949] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.950] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.950] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.950] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.951] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.951] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.952] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.952] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.953] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.953] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.953] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.954] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.954] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.955] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.956] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.956] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.956] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.957] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.957] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.958] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.958] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.959] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.959] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.960] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.980] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.982] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.983] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.983] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.984] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.984] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.985] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.986] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.986] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.986] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.987] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.987] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.987] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.988] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.989] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.989] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.990] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.991] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.992] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.992] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.993] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.993] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.995] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.996] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.996] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.996] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.997] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.997] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.998] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.998] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.999] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.999] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.000] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.000] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.000] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.001] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.001] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.002] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.002] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.003] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.003] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.003] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.004] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.004] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.007] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.007] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.008] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.008] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.009] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.009] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.009] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.010] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.010] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.011] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.011] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.012] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.015] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.015] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.017] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.017] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.018] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.018] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.018] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.019] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.019] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.020] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.020] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.023] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.024] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.025] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.025] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.026] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.027] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.027] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.028] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.029] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.029] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.030] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.031] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.031] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.032] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.050] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.050] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.051] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.051] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.051] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.053] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.054] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.054] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.055] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.056] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.056] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.056] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.057] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.057] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.059] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.059] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.060] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.060] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.061] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.061] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.061] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.062] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.062] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.063] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.063] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.063] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.064] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.064] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.065] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.065] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.066] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.066] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.066] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.067] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.067] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.085] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.086] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.086] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.087] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.087] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.089] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.089] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.090] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.090] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.091] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.091] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.092] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.093] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.093] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.094] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.096] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.098] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.098] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.099] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.099] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.103] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.103] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.104] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.104] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.105] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.106] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.106] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.106] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.107] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.107] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.108] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.108] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.109] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.109] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.110] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.110] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.110] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.111] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.111] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.112] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.112] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.113] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.113] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.113] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.114] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.114] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.115] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.115] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.135] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.136] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.137] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.137] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.138] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.139] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.147] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.147] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.148] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.149] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.149] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.150] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.151] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
